FEATUREID,PKG,TIER,props_up,len_up_m,qadf_m3d,pf,qpk_ls,od_built_mm,dn_our_rules,slope_built_pct,slope_req_pct,slope_ratio,dod_built,v_built_ms,surcharged,dod_limit,over_dod,under_self_cleansing,over_vmax,depth_ds_m
L010862,5A-2,lateral,0.0,38.0,0.03,3.57,0.0,160,200,1.789,0.5,3.58,0.008,0.054,0,0.65,0,1,0,1.0
L010865,5A-2,lateral,3.0,120.2,2.66,3.57,0.11,160,200,0.667,0.5,1.33,0.068,0.208,0,0.65,0,1,0,1.491999999999962
L010856,5A-2,lateral,5.0,205.5,4.43,3.57,0.18,160,200,0.579,0.5,1.16,0.089,0.234,0,0.65,0,1,0,1.892999999999972
L010866,5A-2,lateral,3.0,94.4,2.64,3.57,0.11,160,200,2.599,0.5,5.2,0.05,0.33,0,0.65,0,1,0,1.0
L010886,5A-2,lateral,0.0,30.1,0.02,3.57,0.0,160,200,0.605,0.5,1.21,0.009,0.034,0,0.65,0,1,0,1.322000000000003
L010881,5A-2,lateral,2.0,170.1,1.84,3.57,0.08,160,200,0.606,0.5,1.21,0.059,0.178,0,0.65,0,1,0,2.02600000000001
L010882,5A-2,lateral,1.0,142.5,0.96,3.57,0.04,160,200,0.606,0.5,1.21,0.044,0.143,0,0.65,0,1,0,1.709000000000003
L010880,5A-2,lateral,6.0,208.6,5.29,3.57,0.22,160,200,0.607,0.5,1.21,0.095,0.252,0,0.65,0,1,0,1.329999999999984
L010883,5A-2,lateral,0.0,104.8,0.08,3.57,0.0,160,200,0.606,0.5,1.21,0.015,0.057,0,0.65,0,1,0,1.42999999999995
L010736,5A-2,sub_main,23.0,649.6,20.17,3.57,0.83,160,200,0.73,0.5,1.46,0.171,0.411,0,0.65,0,1,0,1.440000000000055
L010884,5A-2,lateral,0.0,97.2,0.07,3.57,0.0,160,200,0.619,0.5,1.24,0.014,0.055,0,0.65,0,1,0,1.533999999999992
L010885,5A-2,lateral,0.0,57.6,0.04,3.57,0.0,160,200,0.606,0.5,1.21,0.012,0.045,0,0.65,0,1,0,1.258999999999958
L010879,5A-2,sub_main,23.0,611.5,20.14,3.57,0.83,160,200,0.728,0.5,1.46,0.171,0.41,0,0.65,0,1,0,1.141999999999996
L010895,5A-2,lateral,3.0,253.4,2.75,3.57,0.11,160,200,1.013,0.5,2.03,0.063,0.243,0,0.65,0,1,0,1.119000000000028
L010894,5A-2,lateral,3.0,225.8,2.73,3.57,0.11,160,200,0.609,0.5,1.22,0.071,0.204,0,0.65,0,1,0,1.0
L010867,5A-2,lateral,2.0,72.1,1.76,3.57,0.07,160,200,2.674,0.5,5.35,0.041,0.29,0,0.65,0,1,0,1.118999999999971
L010868,5A-2,lateral,2.0,50.1,1.75,3.57,0.07,160,200,1.974,0.5,3.95,0.044,0.261,0,0.65,0,1,0,1.0
L010863,5A-2,lateral,0.0,25.2,0.02,3.57,0.0,160,200,5.588,0.5,11.18,0.005,0.064,0,0.65,0,1,0,1.0
L010714,5A-2,lateral,5.0,182.5,4.41,3.57,0.18,160,200,1.284,0.5,2.57,0.074,0.308,0,0.65,0,1,0,1.0
L010855,5A-2,lateral,3.0,152.1,2.68,3.57,0.11,160,200,1.282,0.5,2.56,0.059,0.261,0,0.65,0,1,0,1.230000000000018
L010854,5A-2,lateral,3.0,126.3,2.66,3.57,0.11,160,200,1.285,0.5,2.57,0.059,0.26,0,0.65,0,1,0,1.34899999999999
L010715,5A-2,lateral,2.0,101.5,1.79,3.57,0.07,160,200,1.764,0.5,3.53,0.046,0.254,0,0.65,0,1,0,1.0
L010716,5A-2,lateral,1.0,66.3,0.9,3.57,0.04,160,200,3.768,0.5,7.54,0.029,0.258,0,0.65,0,1,0,1.0
L010890,5A-2,lateral,0.0,112.7,0.08,3.57,0.0,160,200,1.443,0.5,2.89,0.013,0.078,0,0.65,0,1,0,1.103000000000009
L010853,5A-2,lateral,0.0,36.3,0.03,3.57,0.0,160,200,1.624,0.5,3.25,0.008,0.051,0,0.65,0,1,0,1.0
L010892,5A-2,lateral,2.0,167.2,1.83,3.57,0.08,160,200,1.445,0.5,2.89,0.048,0.239,0,0.65,0,1,0,1.0
L010738,5A-2,lateral,3.0,291.9,2.78,3.57,0.11,160,200,1.013,0.5,2.03,0.063,0.244,0,0.65,0,1,0,1.29000000000002
L010891,5A-2,lateral,1.0,142.7,0.96,3.57,0.04,160,200,1.447,0.5,2.89,0.036,0.192,0,0.65,0,1,0,1.026999999999987
L010737,5A-2,sub_main,23.0,571.4,20.11,3.57,0.83,160,200,0.674,0.5,1.35,0.174,0.399,0,0.65,0,1,0,0.899999999999977
L010739,5A-2,lateral,17.0,243.8,14.74,3.57,0.61,160,200,0.599,0.5,1.2,0.155,0.348,0,0.65,0,1,0,1.168000000000006
L010896,5A-2,lateral,15.0,208.6,13.0,3.57,0.54,160,200,0.597,0.5,1.19,0.146,0.334,0,0.65,0,1,0,1.057000000000016
L010897,5A-2,lateral,12.0,170.6,10.4,3.57,0.43,160,200,0.988,0.5,1.98,0.116,0.371,0,0.65,0,1,0,1.0
L010898,5A-2,lateral,11.0,143.1,9.52,3.57,0.39,160,200,0.985,0.5,1.97,0.112,0.36,0,0.65,0,1,0,2.387999999999977
L010899,5A-2,lateral,7.0,105.3,6.07,3.57,0.25,160,200,0.986,0.5,1.97,0.091,0.312,0,0.65,0,1,0,1.216000000000008
L011042,5A-2,lateral,6.0,78.5,5.2,3.57,0.21,160,200,0.52,0.5,1.04,0.098,0.238,0,0.65,0,1,0,2.257000000000005
L011043,5A-2,lateral,6.0,102.6,5.21,3.57,0.22,160,200,0.519,0.5,1.04,0.098,0.238,0,0.65,0,1,0,2.75200000000001
L010620,5A-2,lateral,7.0,125.3,6.09,3.57,0.25,160,200,0.519,0.5,1.04,0.106,0.25,0,0.65,0,1,0,3.140000000000043
L011044,5A-2,lateral,0.0,48.0,0.03,3.57,0.0,160,200,0.586,0.5,1.17,0.011,0.041,0,0.65,0,1,0,2.021999999999991
L010619,5A-2,lateral,0.0,71.3,0.05,3.57,0.0,160,200,0.591,0.5,1.18,0.013,0.048,0,0.65,0,1,0,2.5
L011203,5A-2,lateral,9.0,232.0,7.88,3.57,0.33,160,200,0.461,0.5,0.92,0.122,0.261,0,0.65,0,1,0,3.672999999999945
L010618,5A-2,lateral,9.0,257.5,7.89,3.57,0.33,160,200,0.459,0.5,0.92,0.123,0.26,0,0.65,0,1,0,3.909999999999968
L010905,5A-2,sub_main,194.0,5225.8,169.92,3.28,6.46,160,200,0.443,0.5,0.89,0.571,0.614,0,0.65,0,1,0,5.170999999999992
L010906,5A-2,sub_main,192.0,5196.4,168.19,3.29,6.4,160,200,0.443,0.5,0.89,0.568,0.613,0,0.65,0,1,0,5.200999999999965
L010904,5A-2,sub_main,194.0,5252.6,169.94,3.28,6.46,160,200,0.443,0.5,0.89,0.571,0.614,0,0.65,0,1,0,5.259999999999991
L010889,5A-2,lateral,0.0,82.7,0.06,3.57,0.0,160,200,1.05,0.5,2.1,0.012,0.062,0,0.65,0,1,0,1.0
L010888,5A-2,lateral,0.0,46.2,0.03,3.57,0.0,160,200,1.054,0.5,2.11,0.01,0.049,0,0.65,0,1,0,1.02600000000001
L010887,5A-2,lateral,0.0,22.0,0.02,3.57,0.0,160,200,1.051,0.5,2.1,0.007,0.036,0,0.65,0,1,0,1.091000000000008
L010901,5A-2,lateral,0.0,30.0,0.02,3.57,0.0,160,200,1.033,0.5,2.07,0.008,0.041,0,0.65,0,1,0,0.689999999999998
L010700,5A-2,sub_main,1.0,247.8,1.03,3.57,0.04,160,200,6.072,0.5,12.14,0.027,0.317,0,0.65,0,1,0,6.089999999999975
L010699,5A-2,sub_main,59.0,2326.0,52.21,3.57,2.16,160,200,0.466,0.5,0.93,0.306,0.466,0,0.65,0,1,0,6.444999999999993
L010927,5A-2,sub_main,0.0,19.1,0.01,3.57,0.0,160,200,2.461,0.5,4.92,0.006,0.044,0,0.65,0,1,0,1.0
L010921,5A-2,sub_main,1.0,214.2,1.01,3.57,0.04,160,200,6.07,0.5,12.14,0.027,0.315,0,0.65,0,1,0,4.427000000000021
L010922,5A-2,sub_main,1.0,184.2,0.99,3.57,0.04,160,200,6.071,0.5,12.14,0.027,0.312,0,0.65,0,1,0,2.805999999999983
L010923,5A-2,sub_main,1.0,154.1,0.97,3.57,0.04,160,200,1.333,0.5,2.67,0.037,0.187,0,0.65,0,1,0,1.0
L010900,5A-2,lateral,4.0,84.4,3.49,3.57,0.14,160,200,1.842,0.5,3.68,0.061,0.322,0,0.65,0,1,0,1.0
L010740,5A-2,lateral,2.0,60.0,1.76,3.57,0.07,160,200,1.033,0.5,2.07,0.051,0.21,0,0.65,0,1,0,1.0
L010913,5A-2,sub_main,187.0,4997.7,163.76,3.3,6.25,160,200,0.444,0.5,0.89,0.559,0.61,0,0.65,0,1,0,7.300000000000011
L010912,5A-2,sub_main,188.0,5027.6,164.64,3.3,6.28,160,200,0.441,0.5,0.88,0.562,0.609,0,0.65,0,1,0,5.652000000000044
L010914,5A-2,sub_main,67.0,2581.3,59.24,3.57,2.45,160,200,0.609,0.5,1.22,0.305,0.532,0,0.65,0,1,0,6.370000000000005
L010911,5A-2,sub_main,190.0,5057.6,166.38,3.29,6.34,160,200,0.444,0.5,0.89,0.565,0.612,0,0.65,0,1,0,5.475000000000023
L010910,5A-2,sub_main,190.0,5087.6,166.4,3.29,6.34,160,200,0.443,0.5,0.89,0.565,0.611,0,0.65,0,1,0,5.507999999999981
L010909,5A-2,sub_main,190.0,5117.7,166.42,3.29,6.34,160,200,0.443,0.5,0.89,0.565,0.611,0,0.65,0,1,0,5.281000000000006
L010621,5A-2,lateral,120.0,2351.2,104.47,3.48,4.21,160,200,0.581,0.5,1.16,0.411,0.61,0,0.65,0,1,0,4.449999999999989
L011029,5A-2,lateral,5.0,82.7,4.34,3.57,0.18,160,200,0.63,0.5,1.26,0.086,0.24,0,0.65,0,1,0,1.023000000000025
L010924,5A-2,sub_main,1.0,124.1,0.95,3.57,0.04,160,200,1.07,0.5,2.14,0.039,0.172,0,0.65,0,1,0,1.0
L010925,5A-2,sub_main,1.0,82.1,0.92,3.57,0.04,160,200,1.2,0.5,2.4,0.037,0.177,0,0.65,0,1,0,1.0
L010926,5A-2,sub_main,0.0,52.1,0.04,3.57,0.0,160,200,1.729,0.5,3.46,0.009,0.06,0,0.65,0,1,0,1.0
L010920,5A-2,sub_main,59.0,2353.3,52.23,3.57,2.16,160,200,0.468,0.5,0.94,0.306,0.467,0,0.65,0,1,0,7.853000000000009
L010915,5A-2,sub_main,66.0,2522.1,58.34,3.57,2.41,160,200,0.465,0.5,0.93,0.324,0.481,0,0.65,0,1,0,6.399999999999977
L010919,5A-2,sub_main,64.0,2383.3,56.53,3.57,2.33,160,200,0.467,0.5,0.93,0.319,0.477,0,0.65,0,1,0,8.853000000000009
L010918,5A-2,sub_main,64.0,2415.3,56.55,3.57,2.34,160,200,0.467,0.5,0.93,0.319,0.477,0,0.65,0,1,0,6.921999999999969
L010916,5A-2,sub_main,65.0,2475.9,57.46,3.57,2.37,160,200,0.466,0.5,0.93,0.322,0.479,0,0.65,0,1,0,6.504999999999995
L010917,5A-2,sub_main,64.0,2445.3,56.58,3.57,2.34,160,200,0.467,0.5,0.93,0.319,0.477,0,0.65,0,1,0,6.97199999999998
L010928,5A-2,lateral,58.0,2049.2,51.15,3.57,2.11,160,200,0.497,0.5,0.99,0.298,0.474,0,0.65,0,1,0,5.992000000000019
L010768,5A-2,trunk_main,655.0,18405.2,574.26,2.83,18.84,200,250,0.557,0.375,1.48,0.736,0.858,0,0.65,1,0,0,4.621000000000038
L010658,5A-2,sub_main,234.0,6373.7,205.01,3.21,7.62,160,200,0.464,0.5,0.93,0.627,0.649,0,0.65,0,1,0,4.720000000000027
L010769,5A-2,trunk_main,421.0,12009.8,369.23,2.99,12.78,200,200,0.719,0.5,1.44,0.519,0.877,0,0.65,0,0,0,4.819999999999993
L011039,5A-2,lateral,30.0,777.3,26.25,3.57,1.08,160,200,0.614,0.5,1.23,0.203,0.419,0,0.65,0,1,0,1.633000000000038
L010770,5A-2,trunk_main,421.0,11976.0,369.21,2.99,12.78,200,200,0.72,0.5,1.44,0.518,0.877,0,0.65,0,0,0,4.706999999999994
L010651,5A-2,lateral,24.0,645.7,21.02,3.57,0.87,160,200,0.613,0.5,1.23,0.182,0.391,0,0.65,0,1,0,1.45999999999998
L010907,5A-2,sub_main,192.0,5170.7,168.17,3.29,6.4,160,200,0.443,0.5,0.89,0.568,0.613,0,0.65,0,1,0,3.477000000000032
L010908,5A-2,sub_main,191.0,5147.0,167.3,3.29,6.37,160,200,0.446,0.5,0.89,0.565,0.614,0,0.65,0,1,0,4.391999999999996
L010903,5A-2,sub_main,203.0,5535.7,177.86,3.27,6.72,160,200,0.529,0.5,1.06,0.554,0.664,0,0.65,0,1,0,5.605000000000018
L010902,5A-2,sub_main,203.0,5555.4,177.87,3.27,6.72,160,200,0.531,0.5,1.06,0.553,0.665,0,0.65,0,1,0,5.07000000000005
L010696,5A-2,lateral,5.0,77.3,4.34,3.57,0.18,160,200,0.599,0.5,1.2,0.087,0.236,0,0.65,0,1,0,0.851999999999975
L011037,5A-2,lateral,3.0,50.7,2.61,3.57,0.11,160,200,0.596,0.5,1.19,0.069,0.199,0,0.65,0,1,0,0.863
L011038,5A-2,lateral,2.0,21.4,1.73,3.57,0.07,160,200,0.599,0.5,1.2,0.058,0.174,0,0.65,0,1,0,1.027999999999963
L010695,5A-2,lateral,22.0,609.7,19.28,3.57,0.8,160,200,0.615,0.5,1.23,0.175,0.382,0,0.65,0,1,0,1.438999999999965
L011036,5A-2,lateral,2.0,49.5,1.75,3.57,0.07,160,200,0.596,0.5,1.19,0.058,0.174,0,0.65,0,1,0,1.01400000000001
L011035,5A-2,lateral,2.0,23.5,1.73,3.57,0.07,160,200,0.592,0.5,1.18,0.058,0.173,0,0.65,0,1,0,1.129000000000019
L010929,5A-2,lateral,58.0,2011.9,51.13,3.57,2.11,160,200,0.504,0.5,1.01,0.297,0.477,0,0.65,0,1,0,5.927000000000021
L011027,5A-2,lateral,2.0,30.0,1.73,3.57,0.07,160,200,0.6,0.5,1.2,0.058,0.174,0,0.65,0,1,0,1.0
L010709,5A-2,lateral,18.0,127.1,15.51,3.57,0.64,160,200,0.417,0.5,0.83,0.173,0.311,0,0.65,0,1,0,1.350000000000023
L011012,5A-2,lateral,18.0,151.5,15.53,3.57,0.64,160,200,0.419,0.5,0.84,0.173,0.312,0,0.65,0,1,0,1.451999999999998
L011011,5A-2,lateral,18.0,168.9,15.54,3.57,0.64,160,200,0.414,0.5,0.83,0.173,0.311,0,0.65,0,1,0,1.623999999999967
L010710,5A-2,lateral,17.0,95.0,14.63,3.57,0.6,160,200,0.416,0.5,0.83,0.168,0.305,0,0.65,0,1,0,1.115999999999985
L011010,5A-2,lateral,19.0,203.9,16.42,3.57,0.68,160,200,0.417,0.5,0.83,0.178,0.317,0,0.65,0,1,0,0.800000000000011
L010930,5A-2,lateral,58.0,1982.4,51.1,3.57,2.11,160,200,0.497,0.5,0.99,0.298,0.474,0,0.65,0,1,0,5.478000000000009
L011013,5A-2,lateral,15.0,67.1,12.9,3.57,0.53,160,200,0.419,0.5,0.84,0.158,0.294,0,0.65,0,1,0,1.199999999999989
L011009,5A-2,lateral,19.0,233.3,16.44,3.57,0.68,160,200,0.818,0.5,1.64,0.151,0.401,0,0.65,0,1,0,0.990999999999985
L011028,5A-2,lateral,4.0,60.0,3.47,3.57,0.14,160,200,1.633,0.5,3.27,0.063,0.309,0,0.65,0,1,0,1.0
L010623,5A-2,lateral,6.0,102.9,5.21,3.57,0.22,160,200,0.628,0.5,1.26,0.094,0.254,0,0.65,0,1,0,1.04000000000002
L010987,5A-2,lateral,113.0,2193.2,98.36,3.51,3.99,160,200,0.407,0.5,0.81,0.441,0.527,0,0.65,0,1,0,4.639999999999986
L010624,5A-2,lateral,81.0,1546.9,70.49,3.57,2.91,160,200,0.576,0.5,1.15,0.338,0.548,0,0.65,0,1,0,4.659999999999968
L011032,5A-2,lateral,0.0,86.7,0.06,3.57,0.0,160,200,1.247,0.5,2.49,0.012,0.067,0,0.65,0,1,0,1.0
L011031,5A-2,lateral,0.0,60.0,0.04,3.57,0.0,160,200,1.243,0.5,2.49,0.01,0.058,0,0.65,0,1,0,1.146999999999991
L011030,5A-2,lateral,0.0,30.0,0.02,3.57,0.0,160,200,1.247,0.5,2.49,0.008,0.043,0,0.65,0,1,0,0.963999999999999
L010622,5A-2,lateral,30.0,522.7,26.07,3.57,1.08,160,200,10.834,0.5,21.67,0.102,1.133,0,0.65,0,0,0,4.75
L010660,5A-2,lateral,80.0,1509.4,69.61,3.57,2.87,160,200,0.575,0.5,1.15,0.336,0.546,0,0.65,0,1,0,4.064000000000021
L011034,5A-2,lateral,29.0,489.7,25.19,3.57,1.04,160,200,0.607,0.5,1.21,0.199,0.412,0,0.65,0,1,0,1.430000000000007
L010931,5A-2,lateral,58.0,1944.6,51.08,3.57,2.11,160,200,0.514,0.5,1.03,0.295,0.48,0,0.65,0,1,0,6.580000000000041
L011014,5A-2,lateral,10.0,39.1,8.59,3.57,0.35,160,200,0.416,0.5,0.83,0.131,0.259,0,0.65,0,1,0,1.113
L011008,5A-2,lateral,19.0,266.9,16.47,3.57,0.68,160,200,0.819,0.5,1.64,0.151,0.402,0,0.65,0,1,0,1.326000000000022
L011015,5A-2,lateral,8.0,18.5,6.87,3.57,0.28,160,200,0.416,0.5,0.83,0.118,0.241,0,0.65,0,1,0,0.997000000000014
L010932,5A-2,lateral,56.0,1909.5,49.34,3.57,2.04,160,200,0.532,0.5,1.06,0.288,0.481,0,0.65,0,1,0,7.29000000000002
L011007,5A-2,lateral,19.0,292.2,16.48,3.57,0.68,160,200,0.823,0.5,1.65,0.151,0.402,0,0.65,0,1,0,1.433999999999969
L011006,5A-2,lateral,19.0,325.3,16.51,3.57,0.68,160,200,0.817,0.5,1.63,0.151,0.402,0,0.65,0,1,0,1.454000000000008
L011216,5A-2,lateral,2.0,25.1,1.73,3.57,0.07,160,200,2.111,0.5,4.22,0.043,0.267,0,0.65,0,1,0,1.0
L010933,5A-2,lateral,56.0,1873.8,49.31,3.57,2.04,160,200,0.503,0.5,1.01,0.292,0.471,0,0.65,0,1,0,6.920000000000016
L011005,5A-2,lateral,19.0,343.0,16.52,3.57,0.68,160,200,0.821,0.5,1.64,0.151,0.403,0,0.65,0,1,0,1.549999999999955
L010986,5A-2,lateral,80.0,1473.5,69.58,3.57,2.87,160,200,0.577,0.5,1.15,0.336,0.547,0,0.65,0,1,0,4.218000000000018
L011033,5A-2,lateral,28.0,459.7,24.31,3.57,1.0,160,200,0.608,0.5,1.22,0.196,0.408,0,0.65,0,1,0,1.358000000000004
L010985,5A-2,lateral,80.0,1443.5,69.56,3.57,2.87,160,200,0.577,0.5,1.15,0.336,0.547,0,0.65,0,1,0,4.064999999999998
L010661,5A-2,lateral,26.0,427.1,22.58,3.57,0.93,160,200,1.143,0.5,2.29,0.162,0.498,0,0.65,0,1,0,0.799999999999955
L011217,5A-2,lateral,4.0,49.6,3.46,3.57,0.14,160,200,0.612,0.5,1.22,0.078,0.22,0,0.65,0,1,0,0.680000000000007
L011215,5A-2,lateral,26.0,402.6,22.56,3.57,0.93,160,200,0.6,0.5,1.2,0.189,0.397,0,0.65,0,1,0,1.25
L010663,5A-2,lateral,21.0,323.0,18.22,3.57,0.75,160,200,0.608,0.5,1.22,0.17,0.373,0,0.65,0,1,0,1.350000000000023
L010662,5A-2,lateral,80.0,1413.5,69.54,3.57,2.87,160,200,0.575,0.5,1.15,0.336,0.546,0,0.65,0,1,0,3.622000000000014
L010994,5A-2,lateral,21.0,298.7,18.2,3.57,0.75,160,200,0.608,0.5,1.22,0.17,0.373,0,0.65,0,1,0,1.422000000000025
L010626,5A-2,lateral,19.0,273.7,16.47,3.57,0.68,160,200,1.302,0.5,2.6,0.135,0.472,0,0.65,0,1,0,1.0
L011046,5A-2,lateral,20.0,524.6,17.51,3.57,0.72,160,200,0.733,0.5,1.47,0.16,0.394,0,0.65,0,1,0,1.71999999999997
L011204,5A-2,lateral,20.0,503.2,17.49,3.57,0.72,160,200,0.731,0.5,1.46,0.16,0.393,0,0.65,0,1,0,1.632999999999981
L011058,5A-2,lateral,19.0,486.2,16.62,3.57,0.69,160,200,0.734,0.5,1.47,0.156,0.388,0,0.65,0,1,0,1.718999999999994
L010650,5A-2,lateral,15.0,248.3,13.03,3.57,0.54,160,200,0.707,0.5,1.41,0.14,0.355,0,0.65,0,1,0,1.574000000000012
L011057,5A-2,lateral,4.0,227.2,3.59,3.57,0.15,160,200,3.094,0.5,6.19,0.055,0.388,0,0.65,0,1,0,1.669999999999959
L011056,5A-2,lateral,3.0,206.8,2.72,3.57,0.11,160,200,0.798,0.5,1.6,0.066,0.223,0,0.65,0,1,0,1.0
L011055,5A-2,lateral,2.0,174.9,1.84,3.57,0.08,160,200,0.797,0.5,1.59,0.055,0.196,0,0.65,0,1,0,1.154999999999973
L011054,5A-2,lateral,1.0,144.9,0.96,3.57,0.04,160,200,0.8,0.5,1.6,0.042,0.157,0,0.65,0,1,0,1.096000000000004
L011053,5A-2,lateral,0.0,114.9,0.08,3.57,0.0,160,200,0.797,0.5,1.59,0.015,0.064,0,0.65,0,1,0,1.435999999999979
L010719,5A-2,lateral,0.0,84.9,0.06,3.57,0.0,160,200,0.797,0.5,1.59,0.013,0.057,0,0.65,0,1,0,1.266999999999996
L010771,5A-2,trunk_main,421.0,11951.9,369.19,2.99,12.77,200,200,0.719,0.5,1.44,0.519,0.876,0,0.65,0,0,0,4.743999999999971
L010726,5A-2,trunk_main,421.0,11894.3,369.15,2.99,12.77,200,200,0.72,0.5,1.44,0.518,0.877,0,0.65,0,0,0,4.879999999999995
L011047,5A-2,lateral,14.0,214.0,12.15,3.57,0.5,160,200,0.707,0.5,1.41,0.136,0.347,0,0.65,0,1,0,0.961999999999989
L010772,5A-2,trunk_main,421.0,11833.3,369.11,2.99,12.77,200,200,0.72,0.5,1.44,0.518,0.877,0,0.65,0,0,0,4.810999999999979
L011048,5A-2,lateral,12.0,175.0,10.4,3.57,0.43,160,200,0.707,0.5,1.41,0.126,0.33,0,0.65,0,1,0,1.036000000000001
L010727,5A-2,trunk_main,421.0,11803.3,369.08,2.99,12.77,200,200,0.72,0.5,1.44,0.518,0.877,0,0.65,0,0,0,4.714999999999975
L011049,5A-2,lateral,7.0,145.0,6.1,3.57,0.25,160,200,0.707,0.5,1.41,0.098,0.279,0,0.65,0,1,0,1.064000000000021
L010773,5A-2,trunk_main,421.0,11773.3,369.06,2.99,12.77,200,200,0.717,0.5,1.43,0.519,0.875,0,0.65,0,0,0,4.759000000000015
L011050,5A-2,lateral,4.0,115.0,3.51,3.57,0.14,160,200,0.707,0.5,1.41,0.076,0.233,0,0.65,0,1,0,1.172000000000025
L010728,5A-2,trunk_main,421.0,11743.3,369.04,2.99,12.77,200,200,0.723,0.5,1.45,0.518,0.878,0,0.65,0,0,0,4.793999999999983
L010730,5A-2,trunk_main,368.0,9965.2,322.37,3.04,11.34,200,200,0.501,0.5,1.0,0.539,0.742,0,0.65,0,1,0,4.628000000000043
L010776,5A-2,trunk_main,368.0,9942.8,322.35,3.04,11.34,200,200,0.503,0.5,1.01,0.538,0.743,0,0.65,0,1,0,4.425999999999988
L010777,5A-2,trunk_main,368.0,9917.5,322.33,3.04,11.34,200,200,0.499,0.5,1.0,0.539,0.741,0,0.65,0,1,0,4.628999999999962
L010647,5A-2,lateral,28.0,966.1,24.68,3.57,1.02,160,200,0.079,0.5,0.16,0.332,0.197,0,0.65,0,1,0,1.808999999999969
L011051,5A-2,lateral,4.0,85.0,3.49,3.57,0.14,160,200,0.707,0.5,1.41,0.076,0.232,0,0.65,0,1,0,0.95999999999998
L010729,5A-2,trunk_main,421.0,11726.2,369.03,2.99,12.77,200,200,0.717,0.5,1.43,0.519,0.875,0,0.65,0,0,0,5.850000000000023
L011052,5A-2,lateral,2.0,55.0,1.75,3.57,0.07,160,200,0.705,0.5,1.41,0.056,0.184,0,0.65,0,1,0,1.157999999999959
L010774,5A-2,trunk_main,421.0,11700.5,369.01,2.99,12.77,200,200,0.72,0.5,1.44,0.518,0.877,0,0.65,0,0,0,4.646000000000015
L010649,5A-2,lateral,2.0,19.5,1.73,3.57,0.07,160,200,0.708,0.5,1.42,0.055,0.184,0,0.65,0,1,0,1.038000000000011
L011070,5A-2,sub_main,53.0,1671.0,46.6,3.57,1.92,160,200,0.581,0.5,1.16,0.273,0.488,0,0.65,0,1,0,1.415999999999997
L010775,5A-2,trunk_main,368.0,9999.5,322.39,3.04,11.34,200,200,0.5,0.5,1.0,0.539,0.742,0,0.65,0,1,0,4.70999999999998
L010691,5A-2,sub_main,53.0,1649.7,46.58,3.57,1.92,160,200,0.58,0.5,1.16,0.273,0.488,0,0.65,0,1,0,1.491999999999962
L011071,5A-2,lateral,39.0,1234.2,34.29,3.57,1.42,160,200,0.078,0.5,0.16,0.396,0.216,0,0.65,0,1,0,1.550000000000011
L010692,5A-2,sub_main,14.0,396.1,12.28,3.57,0.51,160,200,0.7,0.5,1.4,0.137,0.347,0,0.65,0,1,0,1.550000000000011
L011072,5A-2,lateral,39.0,1215.0,34.28,3.57,1.42,160,200,0.071,0.5,0.14,0.406,0.209,0,0.65,0,1,0,2.404999999999973
L011069,5A-2,sub_main,14.0,370.7,12.26,3.57,0.51,160,200,0.702,0.5,1.4,0.136,0.347,0,0.65,0,1,0,1.632000000000005
L010693,5A-2,lateral,7.0,186.9,6.13,3.57,0.25,160,200,1.487,0.5,2.97,0.083,0.36,0,0.65,0,1,0,2.330000000000041
L011073,5A-2,lateral,30.0,1011.3,26.42,3.57,1.09,160,200,0.078,0.5,0.16,0.345,0.2,0,0.65,0,1,0,2.613
L011068,5A-2,sub_main,14.0,345.9,12.24,3.57,0.51,160,200,0.703,0.5,1.41,0.136,0.347,0,0.65,0,1,0,1.897999999999968
L011074,5A-2,lateral,29.0,984.3,25.55,3.57,1.05,160,200,0.071,0.5,0.14,0.347,0.192,0,0.65,0,1,0,1.662000000000035
L011096,5A-2,lateral,6.0,158.0,5.25,3.57,0.22,160,200,1.49,0.5,2.98,0.077,0.343,0,0.65,0,1,0,2.129999999999995
L011097,5A-2,lateral,6.0,134.3,5.24,3.57,0.22,160,200,1.486,0.5,2.97,0.077,0.342,0,0.65,0,1,0,1.27600000000001
L010731,5A-2,trunk_main,368.0,9887.5,322.31,3.04,11.34,200,200,0.503,0.5,1.01,0.538,0.743,0,0.65,0,1,0,4.59899999999999
L011075,5A-2,lateral,28.0,950.9,24.67,3.57,1.02,160,200,0.075,0.5,0.15,0.336,0.194,0,0.65,0,1,0,1.866999999999962
L010778,5A-2,trunk_main,368.0,9857.5,322.29,3.04,11.34,200,200,0.5,0.5,1.0,0.539,0.741,0,0.65,0,1,0,4.77800000000002
L011102,5A-2,lateral,11.0,170.7,9.54,3.57,0.39,160,200,0.601,0.5,1.2,0.126,0.304,0,0.65,0,1,0,1.538999999999987
L011095,5A-2,lateral,25.0,760.6,21.96,3.57,0.91,160,200,0.604,0.5,1.21,0.187,0.395,0,0.65,0,1,0,2.019999999999982
L010686,5A-2,lateral,14.0,203.9,12.14,3.57,0.5,160,200,0.601,0.5,1.2,0.141,0.328,0,0.65,0,1,0,1.949000000000012
L010779,5A-2,trunk_main,368.0,9827.5,322.27,3.04,11.34,200,200,0.5,0.5,1.0,0.539,0.741,0,0.65,0,1,0,5.02800000000002
L011103,5A-2,lateral,9.0,148.4,7.82,3.57,0.32,160,200,0.604,0.5,1.21,0.114,0.286,0,0.65,0,1,0,1.385000000000048
