NODE_UID,NODE_REF,X,Y,TIER,NODE_KIND,INLET_DEG,INLET_EDGE,OUT_EDGE,N_IN,BAND,REMEDY
N0001197,P0-L-MH1197,451045.055,2564319.223,lateral,chamber,48.16,E0001091,E0001092,1,"below 75 deg - REVIEW, the channel cannot be benched",purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0032568,P0-SM-MH32568,454518.413,2571456.256,sub main,junction,48.21,E0033421,E0031826,2,"below 75 deg - REVIEW, the channel cannot be benched",purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0034160,P0-M-MH34160,454328.464,2571376.291,main,junction,48.24,E0034880,E0033418,3,"below 75 deg - REVIEW, the channel cannot be benched",purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0003305,P0-L-MH3305,459004.369,2568198.192,lateral,chamber,49.07,E0002934,E0002935,1,"below 75 deg - REVIEW, the channel cannot be benched",purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0017191,P0-SM-MH17191,445201.185,2566933.056,sub main,junction,49.31,E0018404,E0016449,3,"below 75 deg - REVIEW, the channel cannot be benched",purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0035960,P0-SM-MH35960,453344.232,2575440.942,sub main,junction,51.12,E0036716,E0035218,2,"below 75 deg - REVIEW, the channel cannot be benched",purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0031694,P0-L-MH31694,461334.165,2581198.423,lateral,junction,51.26,E0032586,E0030952,2,"below 75 deg - REVIEW, the channel cannot be benched",purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0011327,P0-SM-MH11327,447003.659,2558318.683,sub main,junction,51.33,E0012368,E0010585,2,"below 75 deg - REVIEW, the channel cannot be benched",purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0026869,P0-SM-MH26869,460425.784,2579786.916,sub main,junction,51.55,E0027772,E0026127,2,"below 75 deg - REVIEW, the channel cannot be benched",purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0040252,P0-L-MH40252,460521.751,2578945.844,lateral,chamber,51.78,E0039509,E0039510,1,"below 75 deg - REVIEW, the channel cannot be benched",purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0011525,P0-M-MH11525,470122.516,2564410.379,main,junction,51.83,E0012533,E0010783,2,"below 75 deg - REVIEW, the channel cannot be benched",purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0006109,P0-SM-MH6109,449912.1,2568732.673,sub main,junction,52.06,E0008050,E0005367,2,"below 75 deg - REVIEW, the channel cannot be benched",purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0011583,P0-M-MH11583,471490.777,2562396.768,main,junction,52.09,E0012643,E0010841,2,"below 75 deg - REVIEW, the channel cannot be benched",purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0016238,P0-SM-MH16238,457314.998,2567311.659,sub main,junction,52.27,E0017119,E0015496,2,"below 75 deg - REVIEW, the channel cannot be benched",purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0005871,P0-TM-MH5871,441518.603,2569460.258,trunk main,junction,52.4,E0007935,E0005129,3,"below 75 deg - REVIEW, the channel cannot be benched",purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0027895,P0-SM-MH27895,460072.658,2570582.082,sub main,chamber,52.43,E0027152,E0027153,1,"below 75 deg - REVIEW, the channel cannot be benched",purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0010306,P0-L-MH10306,473927.962,2571807.916,lateral,junction,52.54,E0011243,E0009564,2,"below 75 deg - REVIEW, the channel cannot be benched",purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0039301,P0-L-MH39301,448777.569,2564370.385,lateral,junction,52.95,E0039699,E0038559,2,"below 75 deg - REVIEW, the channel cannot be benched",purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0038405,P0-SM-MH38405,462457.057,2568955.22,sub main,junction,52.95,E0038857,E0037663,2,"below 75 deg - REVIEW, the channel cannot be benched",purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0013254,P0-M-MH13254,470208.031,2564278.213,main,junction,53.84,E0014354,E0012512,2,"below 75 deg - REVIEW, the channel cannot be benched",purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0043181,P0-L-MH43181,447387.875,2569768.578,lateral,junction,53.87,E0043103,E0042439,2,"below 75 deg - REVIEW, the channel cannot be benched",purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0000357,P0-TM-MH0357,454469.139,2575590.188,trunk main,junction,53.96,E0005408,E0000337,2,"below 75 deg - REVIEW, the channel cannot be benched",purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0022880,P0-SM-MH22880,452705.767,2574647.228,sub main,junction,54.07,E0023917,E0022138,2,"below 75 deg - REVIEW, the channel cannot be benched",purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0045126,P0-L-MH45126,453694.58,2574723.73,lateral,chamber,54.33,E0044383,E0044384,1,"below 75 deg - REVIEW, the channel cannot be benched",purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0039834,P0-SM-MH39834,453516.506,2575739.332,sub main,junction,54.34,E0040138,E0039092,2,"below 75 deg - REVIEW, the channel cannot be benched",purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0013875,P0-L-MH13875,450125.018,2568927.757,lateral,chamber,54.52,E0013132,E0013133,1,"below 75 deg - REVIEW, the channel cannot be benched",purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0007151,P0-SM-MH7151,469375.876,2564808.996,sub main,junction,54.59,E0009037,E0006409,2,"below 75 deg - REVIEW, the channel cannot be benched",purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0023222,P0-M-MH23222,459412.284,2578650.288,main,junction,54.67,E0024303,E0022480,2,"below 75 deg - REVIEW, the channel cannot be benched",purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0013403,P0-M-MH13403,450993.415,2565979.917,main,junction,54.7,E0014475,E0012661,2,"below 75 deg - REVIEW, the channel cannot be benched",purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0043379,P0-M-MH43379,454325.183,2576387.603,main,chamber,54.74,E0042636,E0042637,1,"below 75 deg - REVIEW, the channel cannot be benched",purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0043534,P0-L-MH43534,448433.949,2567067.722,lateral,junction,54.77,E0043478,E0042792,2,"below 75 deg - REVIEW, the channel cannot be benched",purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0023770,P0-L-MH23770,449268.602,2569732.079,lateral,chamber,54.8,E0023027,E0023028,1,"below 75 deg - REVIEW, the channel cannot be benched",purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0025286,P0-M-MH25286,453103.36,2573320.014,main,junction,54.86,E0026397,E0024544,2,"below 75 deg - REVIEW, the channel cannot be benched",purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0017813,P0-SM-MH17813,457998.839,2567550.379,sub main,junction,55.06,E0018636,E0017071,2,"below 75 deg - REVIEW, the channel cannot be benched",purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0000680,P0-M-MH0680,471161.037,2564365.078,main,junction,55.3,E0005783,E0000623,2,"below 75 deg - REVIEW, the channel cannot be benched",purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0006193,P0-L-MH6193,454458.881,2575588.698,lateral,chamber,55.3,E0005450,E0005451,1,"below 75 deg - REVIEW, the channel cannot be benched",purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0023020,P0-M-MH23020,450252.644,2571987.992,main,junction,55.62,E0024099,E0022278,2,"below 75 deg - REVIEW, the channel cannot be benched",purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0004960,P0-SM-MH4960,435980.814,2576102.763,sub main,junction,55.89,E0007641,E0004346,3,"below 75 deg - REVIEW, the channel cannot be benched",purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0030680,P0-M-MH30680,447110.643,2563273.589,main,chamber,56.36,E0029937,E0029938,1,"below 75 deg - REVIEW, the channel cannot be benched",purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0042724,P0-SM-MH42724,449287.915,2573391.595,sub main,chamber,56.43,E0042707,E0041982,1,"below 75 deg - REVIEW, the channel cannot be benched",purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0019807,P0-L-MH19807,447071.171,2558575.803,lateral,chamber,56.51,E0019064,E0019065,1,"below 75 deg - REVIEW, the channel cannot be benched",purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0013891,P0-SM-MH13891,449626.427,2569513.664,sub main,junction,56.68,E0014848,E0013149,2,"below 75 deg - REVIEW, the channel cannot be benched",purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0015589,P0-SM-MH15589,449664.257,2569372.579,sub main,junction,56.87,E0016404,E0014847,3,"below 75 deg - REVIEW, the channel cannot be benched",purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0038930,P0-L-MH38930,451441.289,2565388.389,lateral,junction,57.15,E0039402,E0038188,2,"below 75 deg - REVIEW, the channel cannot be benched",purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0044779,P0-SM-MH44779,460988.48,2580683.2,sub main,junction,57.22,E0044546,E0044037,2,"below 75 deg - REVIEW, the channel cannot be benched",purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0010336,P0-M-MH10336,450002.837,2570555.214,main,junction,57.63,E0011170,E0009594,2,"below 75 deg - REVIEW, the channel cannot be benched",purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0036488,P0-M-MH36488,460475.796,2578600.895,main,junction,57.69,E0037122,E0035746,2,"below 75 deg - REVIEW, the channel cannot be benched",purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0038006,P0-M-MH38006,447846.163,2563465.924,main,junction,58.02,E0038482,E0037264,3,"below 75 deg - REVIEW, the channel cannot be benched",purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
N0035159,P0-M-MH35159,447456.379,2563646.011,main,junction,58.21,E0035952,E0034417,2,"below 75 deg - REVIEW, the channel cannot be benched",purpose-made chamber with a swept/curved channel. NOT a bend chamber: the user refused that on 2026-08-20 (~200 chambers for no construction benefit)
