Plot,Connection,Chamber,Served by,Status,Properties,Qadf (m3/d),Length (m),Gradient (%),Cover (m),Package
1104524,C0000112,N0033420,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,7.202814,1.0,0.6,P413
1104523,C0000113,N0033420,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,15.461412,1.0,0.6,P413
1110641,C0000114,N0033420,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,11.774902,1.0,0.6,P413
1104526,C0000115,N0033420,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,28.921044,1.0,0.6,P413
1104525,C0000116,N0033420,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,11.351376,1.0,0.6,P413
1110644,C0000117,N0033420,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,7.797538,1.0,0.6,P413
1119380,C0000118,N0033421,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,11.722355,1.0,0.6,P413
1104527,C0000119,N0033421,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,11.72257,1.0,0.6,P413
1104528,C0000120,N0033423,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,2.148264,1.0,0.6,P413
1104532,C0000121,N0028672,central,"assigned; LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,16.655647,1.0,0.6,P419
1104531,C0000122,N0028672,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,16.318346,1.0,0.6,P419
1104529,C0000123,N0028672,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,11.667191,1.0,0.6,P419
1104530,C0000124,N0028672,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,10.846435,1.0,0.6,P419
1104534,C0000125,N0029225,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,44.454358,1.0,0.6,P436
1104533,C0000126,N0029225,central,"assigned; LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,20.953485,1.0,0.6,P436
1109806,C0000127,N0029144,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,41.083113,1.0,0.6,P436
1104538,C0000128,N0029144,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,5.87065,1.0,0.6,P436
1104535,C0000129,N0029144,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,40.870596,1.0,0.6,P436
1110180,C0000130,N0029144,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,28.96349,1.0,0.6,P436
1110175,C0000131,N0029144,central,"assigned; LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,12.510855,1.0,0.6,P436
1104536,C0000132,N0028572,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,23.288692,1.0,0.6,P436
1104537,C0000133,N0029144,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,19.831152,1.0,0.6,P436
1104540,C0000134,N0035809,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,36.0416,1.0,0.6,P397
1104539,C0000135,N0035809,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,42.639111,1.0,0.6,P397
1119336,C0000136,N0035809,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,17.1887,1.0,0.6,P397
1110840,C0000137,N0035809,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,2.570226,1.0,0.6,P397
1110823,C0000138,N0035809,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,22.568224,1.0,0.6,P397
1104541,C0000139,N0035809,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,35.853627,1.0,0.6,P397
1110842,C0000140,N0035809,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,21.538531,1.0,0.6,P397
1110841,C0000141,N0035809,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,0.852896,1.0,0.6,P397
1117022,C0000142,N0031842,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,6.579751,1.0,0.6,P412
1104543,C0000143,N0031842,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,12.386339,1.0,0.6,P412
1110343,C0000144,N0035324,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.53,5.096378,4.367326,1.0,0.6,P397
1104544,C0000145,N0035324,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,21.254224,1.0,0.6,P397
1110849,C0000146,N0035810,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,33.038745,1.0,0.6,P397
1110847,C0000147,N0035810,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,41.106367,1.0,0.6,P397
1104545,C0000148,N0035810,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,24.108265,1.0,0.6,P397
1110858,C0000149,N0035810,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,20.337674,1.0,0.6,P397
1110857,C0000150,N0035810,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,5.416078,1.0,0.6,P397
1110856,C0000151,N0035810,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,5.542672,1.0,0.6,P397
1119332,C0000152,N0035810,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,17.655991,1.0,0.6,P397
1110860,C0000153,N0035810,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,44.592341,1.0,0.6,P397
1104547,C0000154,N0029565,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,9.048177,1.0,0.6,P413
1104546,C0000155,N0029565,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,19.10108,1.0,0.6,P413
1104548,C0000156,N0029566,central,"assigned; LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,24.557145,1.0,0.6,P413
1105339,C0000157,N0029555,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,3.39566,1.0,0.6,P413
1104549,C0000158,N0029555,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,11.861857,1.0,0.6,P413
1105338,C0000159,N0029555,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,12.092503,1.0,0.6,P413
1104550,C0000160,N0029555,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,11.604325,1.0,0.6,P413
1104552,C0000161,N0029530,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,16.985558,1.0,0.6,P413
1104551,C0000162,N0029530,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,29.361141,1.0,0.6,P413
1104833,C0000163,N0033742,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,14.978646,1.0,0.6,P458
1104832,C0000164,N0033742,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,7.959637,1.0,0.6,P458
1104558,C0000165,N0033742,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,17.622556,1.0,0.6,P458
1104834,C0000166,N0033743,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,8.741985,1.0,0.6,P438
1104559,C0000167,N0033743,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,8.230175,1.0,0.6,P438
1104838,C0000168,N0033745,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,7.188094,1.0,0.6,P438
1104562,C0000169,N0033745,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,8.176368,1.0,0.6,P438
1104560,C0000170,N0033745,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,15.962017,1.0,0.6,P438
1104561,C0000171,N0033743,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,8.166605,1.0,0.6,P438
1104826,C0000172,N0033745,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,7.119628,1.0,0.6,P438
1104563,C0000173,N0033745,central,"assigned; capped stub-out at the frontage, plot not yet built (G203-p19 3.4); LEVELS PENDING - gradient is the G203-p18 Tab 5 minimum, not a solve, and the arrival at the chamber is unchecked",1.456,1.079781,9.263342,1.0,0.6,P438
